asof_date,property_title,price,property_description,property_type,location,postal_code_area,property_link,Available,Minimum term,Maximum term,Furnishings,Parking,Garage,Garden/terrace,Balcony/patio,Disabled access,Living room,Broadband included,Couples OK?,Smoking OK?,Pets OK?,Occupation,References?,Min age,Gender,Max age,Vegetarian,data_source
2023-04-17,"Newly refurbished room, close Salford centre",£450 pcm,"Newly refurbished 4 beds houses in an ideal location (Salford town centre) for all local amenities and excellent transport links to city centre, media city and motorway. 2mins walk to Lidl;5mins  walk to the Tesco Extra; 5mins walk to Salford shopping centre and Pure gym;6mins bus ride to Salford quays;10mins bus ride to Manchester city centre;Bus stop is around the corner; Tram station is few minutes walk; Easy access to Motorway A57/M60/M62;Rent covers council tax, water, gas, electricity, and BT fibre broadband. TV license is not included. Mature working professionals welcome!",House share,Salford,M6,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11481943&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D200%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,None,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,,25,Males or females,35,,Spareroom
2023-04-17,1 Bedroom Apartments to Let,£800 pcm,Newly Built 1 Bedroom to LetShared Bathroom and Kitchen No petsNo Smoking 15 min walk from City Centre Nearby Bus and Tram RouteLGBT+,Flat share,Salford,M3,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16631214&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D200%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,6 months,Furnished,,,,,,,Yes,No,No,No,Don't mind,,,Males or females,,,Spareroom
2023-04-17,En suite room available ASAP in Deansgate Square,£800 pcm,"Larger en suite room available in a 2 bedroom 2 bathroom apartment in Deansgate Square, You would be sharing with one other female. Looking for someone who is friendly, clean and tidy (male or female).Apartment is fully furnished. Bedroom comes with a large bed with storage, bedside tables, large mirrored wardrobes. Amazing Facilities included in rent: roof terrace, swimming pool, sauna, steam room, gym, gym classes, tea room, lounge, co working spaces, 24 hour concierge, suite rooms to hire.Walking distance from city centre and 5 min walk from deansgate train and tram stop. WiFi is included in the rent. Please enquire for information on bills breakdown.",Flat share,Castlefield,M15,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16607457&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D200%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,None,Furnished,Yes,,,,,shared,Yes,No,Yes,Yes,Don't mind,Yes,21,Males or females,30,,Spareroom
2023-04-17,Short City Centre Stay,"£1,000 pcm","A contemporary spacious double bedroom with en-suite right in the heart of Manchester city centre. Easy access to everything. This apartment has everything you could need as itâs fully furnished and access to a gym. You will have your own private room in a shared two bed room apartment. Itâs a modern brand new development with high standard furnishings. The open plan living area is comprised of a modern fully equipped kitchen with everything you could need. The bedroom has a desk and dedicated work space. The huge balcony is a lovely space to sit and enjoy the sunshine in the mornings. The perfect city base. Amenities include wifi, lift, 70 inch HD TV with Netflix, Amazon and Disney +. Alexaâs dotted around and Philip Hue lights. Coffee machine and air fryer. Washing machine and dryer. Many more. This is a short stay option for professionals. No party people. Itâs a lovely building with rules such as no smoking and no loud music after 11pm. For security reasons, weâll need a photo of your ID and a safety deposit of £150. This is depending on the length of the stay. Im away traveling and want a dependable person to sublet to. Preferably someone in town for short term work.  I am considering  and would be interested in renting on a weekly basis.",Flat share,Manchester City Centre,M3,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16641065&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D210%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,2 months,Furnished,,,,Yes,Yes,shared,Yes,No,No,No,Don't mind,,,Males or females,,,Spareroom
2023-04-17,I Q commodation - manchester,£235 pw,"one room with private bath room , shared kitchen , The building is near Manchester university . The buiding has gym free and many facilities and services , and very close to arab resturant.very close to tessco and lidl",Flat share,Manchester,M13,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16641364&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D210%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,None,Furnished,,,,,,,Yes,No,No,No,Don't mind,,,Males or females,,,Spareroom
2023-04-17,Looking for someone ASAP,£450 pcm,"Itâs a 4 bedroom house in Salford with 3 other girls they are all in 3rd year doing musical theatre at the Arden. Itâs a shared kitchen and bathroom, the room is at the top of the house on the third floor. Rent is 450 a month and bills are just under £80 a month but thatâs inclusive of water, electricity, gas and Wifi. It is round the corner from Regent Retail Park. The tenancy is till 1st of August and Iâd ideally like someone to take it over asap.",House share,Salford,M5,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16632749&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D210%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,4 months,Furnished,Yes,No,No,Yes,No,shared,No,No,Yes,No,Don't mind,No,18,Males or females,,,Spareroom
2023-04-17,Fallowfield Large Bedroom Near Platt Fields Park,£525 pcm,"1 bedroom available in 2 bedroom Fallowfield house. You will be living with 1 other person who studies at MMU School of Art. - Large bedroom - Shared living room, kitchen and bathroom - Bath and powerful shower - 5 minute walk to Aldi and other shops - 8 minute walk to 142, 143, 147, 41, 42 bus route - 2 minute walk to 111 bus route - 1 minute walk to Platt Fields Park- Community garden - Friendly quiet street - Tax band A (cheapest)- Fast WIFI Bills are not included. Bills amount to around £75 per person per month. Including, water, gas and electricity and WIFI.",House share,Fallowfield,M14,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16671429&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D210%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,09 May 2023,5 months,None,Furnished,Yes,,,Yes,,shared,Yes,No,No,No,Don't mind,,,Males or females,25,,Spareroom
2023-04-17,Fully furnished En Suite/All Bills inclusive,£600 pcm,"On  offer  is  a  fully  furnished  en  suite  on  the  first floor  of  a  3  stories  ð .  The  house  is  a  walking  distance  from  tesco,  lidl  ,Aldi  and  Salford  shopping  center.  Bus  stop  and  Tram  line  is  only  2  mins  walk  from  the  home.  Salford  University  is  under  2miles.  Manchester  City  is  only  3.5  miles  away.  Separate  bathroom  and  toilet.  Sharing  kitchen  however  a  separate  small  fridge  and  2  door  kitchen  cupboard  will  be  made  available.  Strictly  NO  parties  allowed  in  the  house  however  occasional  guests  are  ok.   Broadband,  electricity,  water  bills,  Council  included.  Please  let  me  know  if  you  need  anymore  information  or  want  to  arrange  viewing.",House share,Salford,M6,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9563470&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D210%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,12 months,Furnished,No,No,Yes,No,No,No,Yes,No,No,No,Don't mind,Yes,20,Female preferred,33,Yes,Spareroom
2023-04-17,3quater- Double BdedRm in Aptmt 15mincitycentre,£429 pcm,"Back on the market after a shirt letNice living room.  a cosy flat. neat and well cleaned and kept.I live there, cook and shower there & mostly sleep awaywalking distance to town, only viewers or people who just want a lovely excellent place and area to come home toDouble ROOM.. not very big but a reasonable size for a new built Comes with wardrobe.. foublebed.. and a chair10-15min walk to university 15 Min walk to city centre deansgate tram and train station5 min walk to  Hulme High street and Hulme ASDA supermakets McDonald's and other retail shops Nice flat share a kitchen which has a  double door fridge, oven , smart cooker washing machine .microwave. kettle jugNeed a WORKING PROFESSIONAL OR FULL TIME. MATURE STUDENT2 existing flatmates all. maleensuite toilet so he doesnt use main toilet. £20 cleaning fee. monthlynewbuilt appartment Bus 250&256, 263 No admin feesI live there as in currently sleeping out to cover certain expenses.. but l cook and shower in the flat. and all. my kitchen items and clothes stay in the flat. storage cupboard.",Flat share,Hulme,M15,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11082940&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D210%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,4 months,None,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,Yes,18,Males or females,,,Spareroom
2023-04-17,Double Room Private Bathroom Available Next To Mmu,£725 pcm,"Double room with private bathroom available in a 2 bedroom flat, next to MMU/Oxford road. Part furnished , secure building All bills included (rent, gas, water, electricity, council tax)Available ASAP Girl only If youâre clean, tidy and want to live in a good area message me :)",Flat share,Hulme,M15,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=15979986&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D210%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,01 Jun 2023,6 months,None,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Don't mind,No,18,Female preferred,65,,Spareroom
2023-04-17,Sublease apartment 8th June to august,£141 pw,"Lease period: 8 June to 17 August Payment method: pay one goLocation: M13 9LQ.Room type: Ensuite for two people and a separate studio with no shared kitchen.Room facilities: Private bathroom, heating, small double bed, sunny room with windows on both sides.Common areas: Fridge, microwave, oven, electric stove, sofa, balcony, dishwasher, small table, coffee table, vacuum cleaner.Transportation: 149 bus stop is right outside.Surroundings: 5-minute walk to Tesco, 7-minute walk to Lidl and Morrison's, 10-15 minutes to South Campus. Quiet neighborhood with no noise at night. All doors (front gate, apartment building, room main door, and room small door) are locked to ensure safety.Rent: £141 per week, including all bills.Roommate: Female and easy-going, always leaving delicious food for me. A PhD sister lives in the studio, leading a quiet life and being polite.",Flat share,Manchester,M13,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16604152&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D210%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,08 Jun 2023,1 month,3 months,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Don't mind,No,,Female preferred,,,Spareroom
2023-04-17,Double in levenshulmeee,£450 pcm,"Hellooo everyone Me and my girlfriend Jessie are renting out a double room in levenshulme.We  are a young professional couple, Jessie is a 27 yo Chinese and me Christian a 26 yo Italian, we work in Manchester and we a super easy going coupleðThe house have a cozy living room, kitchen with a spacious dining area and a cozy garden for the summer ðª´The room is furnished with a double bed ,  wardrobe, desk and a comfy chair.We are looking for a tidy and a respectful flat mate to share our place with, also we are pet friendly ð¶Looking forward to meet ya",House share,Levenshulme,M19,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16650629&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D210%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,None,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,Yes,Don't mind,,,Males or females,,Yes,Spareroom
2023-04-17,2 Double rooms in post grad house with cute cats,£500 pcm,"Looking for mature/ post grad student to come and live in our house share with my two adorable catsð± The room that is available is  fully furnished, spacious and ideal for private study. Recently renovated bathrooms ð Location: 25-30 minute walk/ 7 minute cycle from University of Manchester and MRI. The property is also less than a minutes walk from the lovely Birch Park which is great for a walk or run. As well as several bus routes that can take you easily in and out of the city centre.  The bus stop for the number 50 is a 1 minute walk awayThe property is also less than a 10 minute walk from ASDA, LIDL, a pharmacy as well as many other local amenities. As a housemate you will  have full  access to the back garden, driveway and free off-road parking.There is also a large dining room which is excellent for dinner parties and a cozy living room as well as many cat cuddles your heart desires. Ideally looking for someone who is sociable and wants to spend time with me and my other housemate. We are into walking, caving, theatre, live gigs, cooking, baking, cocktails, exploring the north west.Cannot accept any pet parents, my cats are the main characters of the house.If youâre interested please drop a message and a short description about you :)",House share,Manchester,M13,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=15637479&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D210%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,01 Jul 2023,12 months,None,Furnished,Yes,,Yes,,,shared,No,No,No,No,Don't mind,,20,Males or females,30,,Spareroom
2023-04-17,Rooms Available including Bills in Manchester,£699 pcm,"Rooms Available Very  Nice  and  Clean  Rooms  Available  on  Rent  . Fully Furnished Room with king size bed , Wardrobe , mirror , Room Fridge Freezer.  3  Rooms  Available on  Rent  2  shower  and  2  Toilets in house  With  New  Bed  ,  New  Bathroom  ,  New  Kitchen  ,  New  carpet  ,  New  Fresh  Paint  ,  New  Washing  Machine  ,  New  Fridge.  On  Princess  Road  Opposite  Gym  Swimming  Pool Fitness Center and Park.  Near  Bus  Stop  and  Tram  .  Near  Town  Free  parking  Free  WifiNo PetsÂ One Person onlyÂ Female only",House share,Withington,M20,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16537279&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D220%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,None,Furnished,Yes,No,Yes,No,No,No,Yes,No,No,No,Don't mind,No,18,Female preferred,,,Spareroom
2023-04-17,Small Double Ensuite Campus living villages,£169 pw,"Hello!I live in a furnished student apartment with 1 small double-bedroom en-suite. I am going to move out by the 16th of June so I am searching for someone to replace me.A bit about the place:It is one of five ensuites on the third floor. It contains one big wardrobe and 4 large rectangular cabinets. This is a beautiful apartment with plenty of amenities such as:- includes lifts and accessible platform- public clean kitchen, refrigerators, storage cabinets- common laundry room- 24/7 concierge (they will collect your post/packages).- Parking (only able for bicycles)- Great location, 10 minutes walk to UoM and one minute to the bus stop. 12 minutes by bus to the city centreSome information you might need to know:- The bills (includes) - The deposit, will return when you leave. I think it was about £240- The rent date: from 16/06/2023-02/09/2023, 169pw (the start date is flexible)- I will help to send your personal information to the Campus living villages. Then he/she/they will add you to the list of tenants, to ensure your security of tenancy.A bit about me:- I'm a UoM student- I'm tidy and clean, will clean every furniture before I leave.- Love to chat.Final notes:- If you're interested in the place,  just dm me. You will also be welcome to view the property at a given time.",Flat share,Rusholme,M14,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16648292&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D220%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,16 Jun 2023,None,3 months,Furnished,Yes,No,No,No,No,No,Yes,No,No,No,Student,No,,Males or females,,,Spareroom
2023-04-17,Beautiful house next to Burton Road,£169 pw,Beautiful house in West Didsbury. The house has three spacious bedrooms at the top floor there is open plan kitchen/living room area. You can enjoy being outside in a lovely garden. House is located in one of the most desirable areas short walk to Burton road.,"House
        to rent",West Didsbury,M20,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16632339&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D220%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,None,Furnished,Yes,Yes,Yes,Yes,,,,,Yes,No,Don't mind,Yes,,,,,Spareroom
2023-04-17,Double Room In Refurbished Property,£400 pcm,*****PRICE INCLUDES COUNCIL TAX WATER WIFI TV LICENCE AND VIRGIN MEDIA TV ***** STANDARD DOUBLE ROOM TO LETNEWLY REFURBISHED PROPERTY WASHER DRYERLOUNGEWIFIVIRGIN MEDIA TVLARGE GARDEN WITH GREENHOUSE PARKING QUIET STREETCLOSE TO SHOPS AND SUPERMARKET WASY COMMUTE TO CITY CENTRE IN 10-15 mins CLEAN AND TIDY PROPERTY AVAILABLE 28 March,House share,Blackley,M9,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16645206&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D220%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,None,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Don't mind,Yes,22,Males or females,50,,Spareroom
2023-04-17,Huge Double Room Available,£460 pcm,"Available now PRICE INCLUDES COUNCIL TAX WATER WIFI TV LICENCE AND VIRGIN MEDIA TVeasy commute to city centre (5-10mins)Close to shops and supermarkets (1min walk) LOUNGE WITH TV DINING ROOM GARDEN KITCHEN WITH WASHER DRIER BATHROOM SEPARATE SHOWER ROOM FURNISHED CLEAN ON BUS ROUTE 118, 17, 163 plus others",House share,Harpurhey,M9,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16671133&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D220%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,None,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Don't mind,Yes,22,Males or females,50,,Spareroom
2023-04-17,Luxurious Double En-Suite Inc. ALL Bills & Cleaner,£152 pw,"6 Month Tenancy Agreement Are available.Due to an existing tenants change in working requirements a room has become available.Luxurious Large Double full En-Suite Rooms including all bills and a weekly cleaner to communal areas is available in a professional Salford City Council Licensed house share, with off road accessible parking for all vehicles is available. Fully renovated and refurbished to a high standard and specification to provide professionals a quality place to live. Well-proportioned 4 double bedrooms each with their own full en-suite. Rooms contain acoustic ceiling and acoustic treated walls to, minimise any sound transfer. Ideal for those that might work shifts.I do not expect this room to be available for long, as they never are. First to view usually tends to take them. Ideally situated in a central location close to all amenities. Close proximity to:Manchester City Centre (15 minutes), Salford Quays (15 Minutes), Media City (16 Minutes), Walkden (8 Minutes), Bolton (12 minutes) Salford Royal Hospital (10 Minutes), along with the excellent transport hub with  many local bus stops with frequent buses, Train Station (2 Minutes walk) and motorway network (M60, M66, M62, M6), making easy access to all areas of Greater Manchester Competitive rent includes all bills (Gas, Electric, Water, Council tax, TV Licence, heating, both wired and wireless internet) and weekly cleaner to communal areas.Bedroom contain full size double bed with gas lift storage, luxury mattress, mattress topper, mattress Protector, initial bedding, bedside tables, walk in wardrobe, chest of drawers, USB bedside socket outlets, wired data points, TV aerial point,  large smart flat screen HD television, which is directly connected to the broadband.Each bedroom has its own electrical distribution board providing lighting and power circuits, so no chance of anyone else tripping your circuits.En-suite contains 1200mm double shower tray, large rainfall shower, flexible shower head,  WC, basin c/w vanity unit, heated towel rail, extract fan, large mirror and shaving point. Large modern Magnet kitchen / dinner with plenty of storage including a walk in larder unit. 6 person dining table, 2 No integrated tall fridge freezers, integrated microwave, dual fuel 8 ring 2 oven and separate grill cooker, integrated dishwasher, washing machine, tumble dryer. Pans, dishes, cutlery etc. are all also provided. Separate shared lounge with large 65"" smart flat screen HD television, leather lazboy sofa's c/w power recliners, wired data outlets and modern furniture. .High speed broadband built for business rather then a house, which gives greater stability and reliability in the service. Each room within the house has a number of wired data connection points with WiFi provided throughoutDouble glazing, gas central heating, hot water via separate pressurised hot water cylinder, 3 bar booster set to ensure that enough water is available should all showers operate at the same time, burglar alarm. Full fire alarm system and fire doors installed throughout, fire extinguisher and fire blanket provided. If you do drive, off road accessible parking for all vehicles is available. Enclosed rear garden area. Professional, working people and mature students only pleaseWe are pleased to advise that we are, have always been and always will be LBGT+ Friendly.No smoking permitted anywhere within the property, only outside.Fees: None ApplicableDeposit:Deposit is secured with a government approved scheme.Energy Performance Rating (EPC) C No agency, direct with landlord, who is hands on. We live locally and manage our own properties so any issues that are reported are dealt with in a timely professional manner. We consider ourselves to be responsive to the needs of our tenants.On applying for a room within the property, you agree to pay a holding fee equivalent to 1 weeks rent whilst your referencing is undertaken.If your referencing is successful and you proceed with a tenancy, the holding fee is deducted from your moving in monies.If you fail to disclose vital information such as CCJ's, etc and subsequently fail referencing, the holding fee is none refundable.If you choose not to proceed with the tenancy agreement for any other reason, once referencing as commenced, the holding fee is none refundable.If we decide not to proceed for any reason after you have passed referencing then the holding fee would be refunded in fullFor Further Details or to Arrange a Visit, please call or text (we will call you back) Nikki Now. Thanks Nikki",Shared property,Swinton,M27,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9776638&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D220%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,12 months,None,Furnished,Yes,,Yes,Yes,,shared,Yes,No,No,No,Professional,Yes,19,Males or females,99,,Spareroom
2023-04-17,"Double rooms, ANCOATS, Bills Inc, near City Centre","£550 pcm
","I have two double rooms available from 07/04/23 Iâm offering these lovely large double rooms for males, in a good location in Ancoat area not far from New Islington . All rooms are big. The flat has three bedrooms in total and I'm the live in owner. There is a medium size kitchen and two fridges/freezeers.The kitchen is well equipped with essential appliances and an electric cooker and a washing machine. The house has laminated flooring, and is clean, quiet and comfortable.and the Northern Quarter are on your doorstep. I have provided a fridge/freezer just for lodgers so you'd only be sharing those with one other person.The New Islington tram stop is right outside the development.The house has a master bedroom, a double bedroom and a single bedroom. Downstairs, there is a small study room that leads to the back garden.  The study roomcan be used as an office to work from home as well.Each double bedrooms will have a decent new double bed and mattress, a wardrobe, a desk and a chair and a chest drawer upon the first advance payment of rent.Some white bed sheets could be provided if needed.This is a quiet house and area.Short-term two to six months is preferred but will consider the longer term. The rent is payable monthly in advance with all utility bills, council tax, broadband etcThe refundable deposit is £250. There is parking available for 1 car in the back garden but there may be free on street nearby.I'm an IT professional and work a few days from home.Flat is near Ancoats Square, 5 minutes walk from the Ancoats Marina, and the GP surgeries, and 20 mins away from the Ancoat LIDL storeHappy home.",House share,Ancoats,M4,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16662396&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D220%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,3 months,None,Unfurnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,No,,Males or females,,,Spareroom
2023-04-17,"Studio!13min City Centre,2min to Gym,Swimming Pool",£185 pw,"3min walk to Swamy Academy, lots buses go  to university and city centre, popular location. +Fast Internet. 2min walk to Gym, Swimming Pool, LibraryIt 5 bedroom modern beautiful big house, located in the centre of Levenshulme. Just off Stockport Road, Lots of bus transport at all the time. The bus stop is just half minute walk away. It is ideal location for accessing city center, it is 6-12 minutes (depend on the traffic) by bus direct to Mancheter University and City center, the levenshulme train station is only 1 min walk ASDA, TESCO, Lidle Super Markets, Post office, Banks, Pubs, Restaurants, Swim pool, Gym, library, GP(Levenshulme Health Centre),Sport centre are only 2mins walk away. The house is fully furnished, two bathrooms, Double sink. Two fridge freezer, Wooden Floor, SkyHD, SuperFast Internet, 5large Double bedrooms, Wooden Furniture. Advanced fire alarm, security alarm system.washer with drier.No animal. no children, No smoker, No bicycle and No party houseWe receive over four hundred messages a day, hundreds people competing for one room. When you message me, pls response to the questions below briefly and clearly. We donât need to know any other informations. We receive many applications a day. When you message, pls answer the questions below briefly and clearly. We donât need to know any other informations. ðð»ââï¸1).  Rent Term: Start and End date ?2). Which room are you interested:       Normal room with shared bathroom ?           Size: Big room ? Medium? Small?       Studio? 3). Rent budget/ Upper rent limit ?4). Whatsapp number with full country       code for viewing/photo /videos.       No virtual viewing. 5). What is your occupancy? 6). Are you self funding? Student Finance?       Scholarship? Can you pay rent all-in-      one go?  No guarantor required.       If you are professional, employer       reference is required.   7). Do you cook a lot? ðð»ââï¸Note: We do not arrange third party  or virtual viewing . You could either view yourself or make decisions based on photos or videos.  Many thanks for your interest",House share,Levenshulme,M19,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=8656063&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D220%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,None,Furnished,Yes,,,,,No,Yes,No,No,No,Don't mind,,18,Males or females,99,,Spareroom
2023-04-17,"2min walk to Oxford Rd,5min walk to University,",£170 pw,"2min walk to Oxford Road,5min Walk Direct To University,7min City Centre. SuperFast 100MB Fiber Internet This is 6 bed room beautiful big house with 3 modern bathroom. It is just located end of Oxford Rd and the start of Wilmslow Rd, It is in very popular and one of the hot spot locations in Manchester. It is ideal location for city center and University. The bus stop is just half minute walk away. It is 1 minute by bus, 5 minutes walk to University of Manchester and MMU. It is 5-10 minutes(depend on the traffic) by bus direct to City centre, You can enjoy close proximity to a large number of restaurants, pubs, bars, cafes, shops, swimming pool and sport centres! TESCO, LIDL, Spar, Worldwide Super Market, banks, Internet coffee, post office, hospitals, banks, Art Museum, gym, swimming pool etc are just 1 minutes walk. Sainsbury and ASDA supermarket are 2-3mins by bus, 10mins walk. Beautiful Withworth Park is behind the house. You can play football with your friends or local residents when weather is nice sunny. The house is also on a leafy conservation area, ensuring both a pleasant and fairly quiet atmosphere in which to live. It is excellent modern condition, All Double rooms. New wooden floor. All new furniture. Top quality freezer, fridge, washing machine, microwave, and oven. 3 modern bath rooms. Nice rooms and nice housemates. Looking for clean, tidy and easy going housemates, No smoker. No bicycle pls. We are looking for nice, clean and easy going housemates. No animal. no children, No smoker, No bicycle, and No couple or two people in one room, No party house.6 double roomsTotal 3bathrooms/shower rooms+4 toilets:1 bathroom with toilet, 1 shower room with toilet, 1 toilet, 1shower room with toilet in Room No.4(Ensuite) WasherDryer All double roomsWe receive over  six hundreds messages a day, Pls response to the questions below briefly and clearly. We donât need to know any other informations. ðð»ââï¸1). Rent Term: Start and End date ?2). Which room are you interested:       Normal room? Ensuite? Studio? Big room ?        Medium? Small?        Upstairs? Downstairs? Front ?Back? Normal        bed or bunk bed ? 3). Rent budget/ Upper rent limit ?4). Whatsapp number (Full phone number with       country code) for viewing/photo /videos  5). What do you do in Manchester.ðð»ââï¸We do not arrange third party  or virtual viewing . You could either view yourself or make decisions based on photos or videos.  Many thanks for your interest.",House share,Rusholme,M14,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=8656045&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D220%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,None,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,,18,Males or females,99,,Spareroom
